Log file open, 12/27/22 14:59:18
[2022.12.27-16.47.23:460][986]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-37.962305,Y=60.429804,Z=803.978045),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.23:510][987]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-37.962305,Y=60.429804,Z=803.978045),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.23:520][987]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-23.465893,Y=21.362874,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.23:521][987]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-23.465893,Y=21.362874,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.23:553][988]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-23.465893,Y=21.362874,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.23:563][988]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.23:563][988]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.23:594][989]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.23:626][990]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.23:663][991]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.23:697][992]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.23:727][993]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.23:761][994]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.23:792][995]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.23:823][996]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.23:857][997]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.23:889][998]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.23:923][999]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.23:954][  0]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.23:984][  1]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:015][  2]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:048][  3]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:080][  4]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:112][  5]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:148][  6]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:179][  7]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:214][  8]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183558,Y=13.240699,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:225][  8]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:225][  8]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:254][  9]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:289][ 10]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:324][ 11]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:356][ 12]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:388][ 13]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:419][ 14]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:449][ 15]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:481][ 16]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:513][ 17]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:545][ 18]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:577][ 19]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:609][ 20]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:640][ 21]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:674][ 22]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:707][ 23]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:739][ 24]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:769][ 25]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:802][ 26]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:837][ 27]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:870][ 28]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:903][ 29]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:936][ 30]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.24:970][ 31]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:001][ 32]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:033][ 33]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:066][ 34]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:098][ 35]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:131][ 36]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:166][ 37]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-20.254158,Y=15.271238,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:177][ 37]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183575,Y=13.240694,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:177][ 37]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183575,Y=13.240694,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:216][ 38]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-19.183575,Y=13.240694,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:226][ 38]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-11.689481,Y=-0.973149,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:227][ 38]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-11.689481,Y=-0.973149,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:265][ 39]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-11.689481,Y=-0.973149,Z=811.406403),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:275][ 39]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-7.284206,Y=-6.435509,Z=809.549294),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:276][ 39]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-7.284206,Y=-6.435509,Z=809.549294),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:311][ 40]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-7.284206,Y=-6.435509,Z=809.549294),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:321][ 40]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-0.614832,Y=-13.299143,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:322][ 40]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-0.614832,Y=-13.299143,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:360][ 41]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=-0.614832,Y=-13.299143,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:371][ 41]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=2.596909,Y=-19.390781,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:371][ 41]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=2.596909,Y=-19.390781,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:406][ 42]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=2.596909,Y=-19.390781,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:416][ 42]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=5.808672,Y=-25.482409,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:417][ 42]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=5.808672,Y=-25.482409,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:449][ 43]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=5.808672,Y=-25.482409,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:460][ 43]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=6.879247,Y=-27.512956,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:461][ 43]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=6.879247,Y=-27.512956,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:498][ 44]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=6.879247,Y=-27.512956,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:509][ 44]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=10.091023,Y=-33.604614,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:509][ 44]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=10.091023,Y=-33.604614,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:544][ 45]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=10.091023,Y=-33.604614,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:555][ 45]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=13.302769,Y=-39.696251,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:556][ 45]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=13.302769,Y=-39.696251,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:589][ 46]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=13.302769,Y=-39.696251,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:599][ 46]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=15.443943,Y=-43.757338,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:600][ 46]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=15.443943,Y=-43.757338,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:631][ 47]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=15.443943,Y=-43.757338,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:640][ 47]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=16.514523,Y=-45.787885,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:641][ 47]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=16.514523,Y=-45.787885,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:671][ 48]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=16.514523,Y=-45.787885,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:680][ 48]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=18.655695,Y=-49.848969,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:680][ 48]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=18.655695,Y=-49.848969,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:714][ 49]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=18.655695,Y=-49.848969,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:724][ 49]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=22.938028,Y=-57.971148,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:724][ 49]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=22.938028,Y=-57.971148,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:755][ 50]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=22.938028,Y=-57.971148,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:765][ 50]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=26.149799,Y=-64.062809,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:765][ 50]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=26.149799,Y=-64.062809,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:796][ 51]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=26.149799,Y=-64.062809,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:805][ 51]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=28.290965,Y=-68.123898,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:806][ 51]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=28.290965,Y=-68.123898,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
[2022.12.27-16.47.25:836][ 52]LogControlRig: Display: VM[0003] (Rotation=(X=0.707107,Y=-0.000000,Z=0.000000,W=-0.707107),Translation=(X=28.290965,Y=-68.123898,Z=805.835154),Scale3D=(X=100.000000,Y=99.999994,Z=100.000000))
